Index,Entry Date,Entry Time,Exit Date,Exit Time,Type,Strike,B/S,Qty,Entry Price,Exit Price,Vix,P/L
1,01-01-2024, 9:45:00 AM,01-01-2024, 10:25:00 AM,,,,,,,14.56,-1000
1.1,01-01-2024, 9:45:00 AM,01-01-2024, 9:54:00 AM,CE,72100,Sell,20,530.95,580.95,,-1000
1.2,01-01-2024, 9:45:00 AM,01-01-2024, 10:25:00 AM,PE,72100,Sell,20,399.4,399.4,,0
2,01-01-2024, 11:45:00 AM,01-01-2024, 3:15:00 PM,,,,,,,14.49,-418
2.1,01-01-2024, 11:45:00 AM,01-01-2024, 1:31:00 PM,CE,72200,Sell,20,524.4,574.4,,-1000
2.2,01-01-2024, 11:45:00 AM,01-01-2024, 3:15:00 PM,PE,72200,Sell,20,379.3,350.2,,582
3,02-01-2024, 9:45:00 AM,02-01-2024, 11:37:00 AM,,,,,,,14.61,3571
3.1,02-01-2024, 9:45:00 AM,02-01-2024, 11:37:00 AM,CE,72200,Sell,20,457.1,228.55,,4571
3.2,02-01-2024, 9:45:00 AM,02-01-2024, 9:56:00 AM,PE,72200,Sell,20,348.9,398.9,,-1000
4,02-01-2024, 11:45:00 AM,02-01-2024, 1:05:00 PM,,,,,,,14.87,-1000
4.1,02-01-2024, 11:45:00 AM,02-01-2024, 12:17:00 PM,CE,71700,Sell,20,467.1,517.1,,-1000
4.2,02-01-2024, 11:45:00 AM,02-01-2024, 1:05:00 PM,PE,71700,Sell,20,388.25,388.25,,0
5,03-01-2024, 9:45:00 AM,03-01-2024, 10:21:00 AM,,,,,,,14.67,-1000
5.1,03-01-2024, 9:45:00 AM,03-01-2024, 10:05:00 AM,CE,71500,Sell,20,396.75,446.75,,-1000
5.2,03-01-2024, 9:45:00 AM,03-01-2024, 10:21:00 AM,PE,71500,Sell,20,344.3,344.3,,0
6,03-01-2024, 11:45:00 AM,03-01-2024, 3:09:00 PM,,,,,,,14.42,2450
6.1,03-01-2024, 11:45:00 AM,03-01-2024, 3:09:00 PM,CE,71600,Sell,20,345,172.5,,3450
6.2,03-01-2024, 11:45:00 AM,03-01-2024, 12:23:00 PM,PE,71600,Sell,20,292.75,342.75,,-1000
7,04-01-2024, 9:45:00 AM,04-01-2024, 12:30:00 PM,,,,,,,13.88,1153
7.1,04-01-2024, 9:45:00 AM,04-01-2024, 11:17:00 AM,CE,71700,Sell,20,257.6,307.6,,-1000
7.2,04-01-2024, 9:45:00 AM,04-01-2024, 12:30:00 PM,PE,71700,Sell,20,215.3,107.65,,2153
8,04-01-2024, 11:45:00 AM,04-01-2024, 3:15:00 PM,,,,,,,13.63,737
8.1,04-01-2024, 11:45:00 AM,04-01-2024, 12:48:00 PM,CE,71800,Sell,20,222.75,272.75,,-1000
8.2,04-01-2024, 11:45:00 AM,04-01-2024, 3:15:00 PM,PE,71800,Sell,20,183.5,96.65,,1737
9,05-01-2024, 9:45:00 AM,05-01-2024, 10:44:00 AM,,,,,,,13.13,49
9.1,05-01-2024, 9:45:00 AM,05-01-2024, 10:44:00 AM,CE,72100,Sell,20,104.9,52.45,,1049
9.2,05-01-2024, 9:45:00 AM,05-01-2024, 10:44:00 AM,PE,72100,Sell,20,103.5,153.5,,-1000
10,05-01-2024, 11:45:00 AM,05-01-2024, 2:04:00 PM,,,,,,,13.06,1474
10.1,05-01-2024, 11:45:00 AM,05-01-2024, 2:04:00 PM,CE,71900,Sell,20,95.7,47.85,,957
10.2,05-01-2024, 11:45:00 AM,05-01-2024, 1:14:00 PM,PE,71900,Sell,20,51.65,25.8,,517
11,08-01-2024, 9:45:00 AM,08-01-2024, 10:53:00 AM,,,,,,,13.15,-1000
11.1,08-01-2024, 9:45:00 AM,08-01-2024, 10:31:00 AM,CE,71900,Sell,20,437.4,487.4,,-1000
11.2,08-01-2024, 9:45:00 AM,08-01-2024, 10:53:00 AM,PE,71900,Sell,20,382.75,382.75,,0
12,08-01-2024, 11:45:00 AM,08-01-2024, 3:15:00 PM,,,,,,,13.12,2666
12.1,08-01-2024, 11:45:00 AM,08-01-2024, 3:15:00 PM,CE,71800,Sell,20,430,246.7,,3666
12.2,08-01-2024, 11:45:00 AM,08-01-2024, 11:52:00 AM,PE,71800,Sell,20,366.7,416.7,,-1000
13,09-01-2024, 9:45:00 AM,09-01-2024, 2:21:00 PM,,,,,,,13.1,-1000
13.1,09-01-2024, 9:45:00 AM,09-01-2024, 10:14:00 AM,CE,71700,Sell,20,387.3,437.3,,-1000
13.2,09-01-2024, 9:45:00 AM,09-01-2024, 2:21:00 PM,PE,71700,Sell,20,361.4,361.4,,0
14,09-01-2024, 11:45:00 AM,09-01-2024, 1:53:00 PM,,,,,,,13.12,-1000
14.1,09-01-2024, 11:45:00 AM,09-01-2024, 12:39:00 PM,CE,72000,Sell,20,366.5,416.5,,-1000
14.2,09-01-2024, 11:45:00 AM,09-01-2024, 1:53:00 PM,PE,72000,Sell,20,350.7,350.7,,0
15,10-01-2024, 9:45:00 AM,10-01-2024, 10:19:00 AM,,,,,,,13.43,-1000
15.1,10-01-2024, 9:45:00 AM,10-01-2024, 10:19:00 AM,CE,71400,Sell,20,372.65,372.65,,0
15.2,10-01-2024, 9:45:00 AM,10-01-2024, 9:49:00 AM,PE,71400,Sell,20,313.2,363.2,,-1000
16,10-01-2024, 11:45:00 AM,10-01-2024, 2:18:00 PM,,,,,,,13.46,-1000
16.1,10-01-2024, 11:45:00 AM,10-01-2024, 2:18:00 PM,CE,71400,Sell,20,342.15,342.15,,0
16.2,10-01-2024, 11:45:00 AM,10-01-2024, 12:06:00 PM,PE,71400,Sell,20,320.75,370.75,,-1000
17,11-01-2024, 9:45:00 AM,11-01-2024, 2:11:00 PM,,,,,,,13.04,1431
17.1,11-01-2024, 9:45:00 AM,11-01-2024, 2:11:00 PM,CE,71900,Sell,20,243.15,121.6,,2431
17.2,11-01-2024, 9:45:00 AM,11-01-2024, 10:32:00 AM,PE,71900,Sell,20,249.95,299.95,,-1000
18,11-01-2024, 11:45:00 AM,11-01-2024, 2:15:00 PM,,,,,,,12.93,1297
18.1,11-01-2024, 11:45:00 AM,11-01-2024, 2:15:00 PM,CE,71800,Sell,20,229.75,114.9,,2297
18.2,11-01-2024, 11:45:00 AM,11-01-2024, 2:11:00 PM,PE,71800,Sell,20,211.35,261.35,,-1000
19,12-01-2024, 9:45:00 AM,12-01-2024, 10:07:00 AM,,,,,,,12.5,427
19.1,12-01-2024, 9:45:00 AM,12-01-2024, 10:04:00 AM,CE,72100,Sell,20,82.65,132.65,,-1000
19.2,12-01-2024, 9:45:00 AM,12-01-2024, 10:07:00 AM,PE,72100,Sell,20,142.7,71.35,,1427
20,12-01-2024, 11:45:00 AM,12-01-2024, 1:32:00 PM,,,,,,,12.95,157
20.1,12-01-2024, 11:45:00 AM,12-01-2024, 1:32:00 PM,CE,72400,Sell,20,85.45,135.45,,-1000
20.2,12-01-2024, 11:45:00 AM,12-01-2024, 1:16:00 PM,PE,72400,Sell,20,115.7,57.85,,1157
21,15-01-2024, 9:45:00 AM,15-01-2024, 11:24:00 AM,,,,,,,13.68,-1000
21.1,15-01-2024, 9:45:00 AM,15-01-2024, 11:24:00 AM,CE,73200,Sell,20,494.8,494.8,,0
21.2,15-01-2024, 9:45:00 AM,15-01-2024, 9:52:00 AM,PE,73200,Sell,20,498.45,548.45,,-1000
22,15-01-2024, 11:45:00 AM,15-01-2024, 3:15:00 PM,,,,,,,13.62,771
22.1,15-01-2024, 11:45:00 AM,15-01-2024, 2:06:00 PM,CE,73200,Sell,20,472.6,522.6,,-1000
22.2,15-01-2024, 11:45:00 AM,15-01-2024, 3:15:00 PM,PE,73200,Sell,20,491.75,403.2,,1771
23,16-01-2024, 9:45:00 AM,16-01-2024, 10:02:00 AM,,,,,,,13.88,-1000
23.1,16-01-2024, 9:45:00 AM,16-01-2024, 9:49:00 AM,CE,73200,Sell,20,446.85,496.85,,-1000
23.2,16-01-2024, 9:45:00 AM,16-01-2024, 10:02:00 AM,PE,73200,Sell,20,423.5,423.5,,0
24,16-01-2024, 11:45:00 AM,16-01-2024, 3:15:00 PM,,,,,,,13.85,1234
24.1,16-01-2024, 11:45:00 AM,16-01-2024, 3:15:00 PM,CE,73300,Sell,20,413.2,301.5,,2234
24.2,16-01-2024, 11:45:00 AM,16-01-2024, 12:49:00 PM,PE,73300,Sell,20,415.8,465.8,,-1000
25,17-01-2024, 9:45:00 AM,17-01-2024, 1:15:00 PM,,,,,,,13.87,2913
25.1,17-01-2024, 9:45:00 AM,17-01-2024, 1:15:00 PM,CE,72400,Sell,20,391.3,195.65,,3913
25.2,17-01-2024, 9:45:00 AM,17-01-2024, 10:25:00 AM,PE,72400,Sell,20,409.8,459.8,,-1000
26,17-01-2024, 11:45:00 AM,17-01-2024, 12:15:00 PM,,,,,,,14.37,-1000
26.1,17-01-2024, 11:45:00 AM,17-01-2024, 12:15:00 PM,CE,71900,Sell,20,436.7,436.7,,0
26.2,17-01-2024, 11:45:00 AM,17-01-2024, 12:03:00 PM,PE,71900,Sell,20,419.95,469.95,,-1000
27,18-01-2024, 9:45:00 AM,18-01-2024, 10:10:00 AM,,,,,,,15.17,-1000
27.1,18-01-2024, 9:45:00 AM,18-01-2024, 10:10:00 AM,CE,71000,Sell,20,346.2,346.2,,0
27.2,18-01-2024, 9:45:00 AM,18-01-2024, 9:49:00 AM,PE,71000,Sell,20,416.65,466.65,,-1000
28,18-01-2024, 11:45:00 AM,18-01-2024, 12:27:00 PM,,,,,,,14.66,1848
28.1,18-01-2024, 11:45:00 AM,18-01-2024, 11:58:00 AM,CE,71200,Sell,20,304.4,354.4,,-1000
28.2,18-01-2024, 11:45:00 AM,18-01-2024, 12:27:00 PM,PE,71200,Sell,20,284.8,142.4,,2848
29,19-01-2024, 9:45:00 AM,19-01-2024, 9:58:00 AM,,,,,,,13.86,-1000
29.1,19-01-2024, 9:45:00 AM,19-01-2024, 9:58:00 AM,CE,71800,Sell,20,163.7,163.7,,0
29.2,19-01-2024, 9:45:00 AM,19-01-2024, 9:51:00 AM,PE,71800,Sell,20,148.9,198.9,,-1000
30,19-01-2024, 11:45:00 AM,19-01-2024, 2:16:00 PM,,,,,,,13.97,1877
30.1,19-01-2024, 11:45:00 AM,19-01-2024, 2:16:00 PM,CE,71700,Sell,20,66.9,33.45,,669
30.2,19-01-2024, 11:45:00 AM,19-01-2024, 12:54:00 PM,PE,71700,Sell,20,120.8,60.4,,1208
31,20-01-2024, 9:45:00 AM,20-01-2024, 10:17:00 AM,,,,,,,14.09,-1000
31.1,20-01-2024, 9:45:00 AM,20-01-2024, 10:17:00 AM,CE,71800,Sell,20,558.85,558.85,,0
31.2,20-01-2024, 9:45:00 AM,20-01-2024, 10:00:00 AM,PE,71800,Sell,20,461.7,511.7,,-1000
32,20-01-2024, 11:45:00 AM,20-01-2024, 3:15:00 PM,,,,,,,13.96,1894
32.1,20-01-2024, 11:45:00 AM,20-01-2024, 3:15:00 PM,CE,71800,Sell,20,515.55,370.85,,2894
32.2,20-01-2024, 11:45:00 AM,20-01-2024, 12:35:00 PM,PE,71800,Sell,20,401.2,451.2,,-1000
33,23-01-2024, 9:45:00 AM,23-01-2024, 10:39:00 AM,,,,,,,13.4,3367
33.1,23-01-2024, 9:45:00 AM,23-01-2024, 10:39:00 AM,CE,71900,Sell,20,436.75,218.4,,4367
33.2,23-01-2024, 9:45:00 AM,23-01-2024, 9:57:00 AM,PE,71900,Sell,20,299.65,349.65,,-1000
34,23-01-2024, 11:45:00 AM,23-01-2024, 1:52:00 PM,,,,,,,14.33,3643
34.1,23-01-2024, 11:45:00 AM,23-01-2024, 1:52:00 PM,CE,71100,Sell,20,464.3,232.15,,4643
34.2,23-01-2024, 11:45:00 AM,23-01-2024, 12:03:00 PM,PE,71100,Sell,20,477.6,527.6,,-1000
35,24-01-2024, 9:45:00 AM,24-01-2024, 10:01:00 AM,,,,,,,15.18,2279
35.1,24-01-2024, 9:45:00 AM,24-01-2024, 9:47:00 AM,CE,70400,Sell,20,432.75,482.75,,-1000
35.2,24-01-2024, 9:45:00 AM,24-01-2024, 10:01:00 AM,PE,70400,Sell,20,327.9,163.95,,3279
36,24-01-2024, 11:45:00 AM,24-01-2024, 1:01:00 PM,,,,,,,14.94,-1000
36.1,24-01-2024, 11:45:00 AM,24-01-2024, 1:01:00 PM,CE,70600,Sell,20,331.1,331.1,,0
36.2,24-01-2024, 11:45:00 AM,24-01-2024, 11:49:00 AM,PE,70600,Sell,20,297.35,347.35,,-1000
37,25-01-2024, 9:45:00 AM,25-01-2024, 10:23:00 AM,,,,,,,14.86,824
37.1,25-01-2024, 9:45:00 AM,25-01-2024, 10:23:00 AM,CE,70800,Sell,20,182.4,91.2,,1824
37.2,25-01-2024, 9:45:00 AM,25-01-2024, 10:18:00 AM,PE,70800,Sell,20,228.1,278.1,,-1000
38,25-01-2024, 11:45:00 AM,25-01-2024, 11:56:00 AM,,,,,,,14.65,824
38.1,25-01-2024, 11:45:00 AM,25-01-2024, 11:56:00 AM,CE,70700,Sell,20,182.4,91.2,,1824
38.2,25-01-2024, 11:45:00 AM,25-01-2024, 11:48:00 AM,PE,70700,Sell,20,214.7,264.7,,-1000
39,29-01-2024, 9:45:00 AM,29-01-2024, 3:15:00 PM,,,,,,,15.29,4015
39.1,29-01-2024, 9:45:00 AM,29-01-2024, 10:00:00 AM,CE,71300,Sell,20,814,864.3,,-1006
39.2,29-01-2024, 9:45:00 AM,29-01-2024, 3:15:00 PM,PE,71300,Sell,20,661.55,410.5,,5021
40,29-01-2024, 11:45:00 AM,29-01-2024, 12:27:00 PM,,,,,,,15.11,-1042
40.1,29-01-2024, 11:45:00 AM,29-01-2024, 11:55:00 AM,CE,71600,Sell,20,780.2,832.3,,-1042
40.2,29-01-2024, 11:45:00 AM,29-01-2024, 12:27:00 PM,PE,71600,Sell,20,634.8,634.8,,0
41,30-01-2024, 9:45:00 AM,30-01-2024, 2:36:00 PM,,,,,,,16.49,6739
41.1,30-01-2024, 9:45:00 AM,30-01-2024, 2:36:00 PM,CE,72000,Sell,20,773.85,386.9,,7739
41.2,30-01-2024, 9:45:00 AM,30-01-2024, 9:48:00 AM,PE,72000,Sell,20,651.15,701.15,,-1000
42,30-01-2024, 11:45:00 AM,30-01-2024, 3:15:00 PM,,,,,,,16.1,4655
42.1,30-01-2024, 11:45:00 AM,30-01-2024, 3:15:00 PM,CE,71800,Sell,20,694.35,411.6,,5655
42.2,30-01-2024, 11:45:00 AM,30-01-2024, 12:44:00 PM,PE,71800,Sell,20,626.55,676.55,,-1000
43,31-01-2024, 9:45:00 AM,31-01-2024, 10:08:00 AM,,,,,,,16.06,-1000
43.1,31-01-2024, 9:45:00 AM,31-01-2024, 10:08:00 AM,CE,71300,Sell,20,724.6,724.6,,0
43.2,31-01-2024, 9:45:00 AM,31-01-2024, 9:56:00 AM,PE,71300,Sell,20,570,620,,-1000
44,31-01-2024, 11:45:00 AM,31-01-2024, 3:03:00 PM,,,,,,,16,-1000
44.1,31-01-2024, 11:45:00 AM,31-01-2024, 3:03:00 PM,CE,71700,Sell,20,684.5,684.5,,0
44.2,31-01-2024, 11:45:00 AM,31-01-2024, 12:29:00 PM,PE,71700,Sell,20,503.55,553.55,,-1000
45,01-02-2024, 9:45:00 AM,01-02-2024, 11:18:00 AM,,,,,,,15.78,-1000
45.1,01-02-2024, 9:45:00 AM,01-02-2024, 10:08:00 AM,CE,71800,Sell,20,482.3,532.3,,-1000
45.2,01-02-2024, 9:45:00 AM,01-02-2024, 11:18:00 AM,PE,71800,Sell,20,496,496,,0
46,01-02-2024, 11:45:00 AM,01-02-2024, 1:28:00 PM,,,,,,,15.6,3935
46.1,01-02-2024, 11:45:00 AM,01-02-2024, 1:28:00 PM,CE,71900,Sell,20,493.55,246.8,,4935
46.2,01-02-2024, 11:45:00 AM,01-02-2024, 11:59:00 AM,PE,71900,Sell,20,457.55,507.55,,-1000
47,02-02-2024, 9:45:00 AM,02-02-2024, 10:02:00 AM,,,,,,,14.26,-1000
47.1,02-02-2024, 9:45:00 AM,02-02-2024, 10:02:00 AM,CE,72400,Sell,20,167.6,167.6,,0
47.2,02-02-2024, 9:45:00 AM,02-02-2024, 9:46:00 AM,PE,72400,Sell,20,148.25,198.25,,-1000
48,02-02-2024, 11:45:00 AM,02-02-2024, 12:08:00 PM,,,,,,,14.82,2065
48.1,02-02-2024, 11:45:00 AM,02-02-2024, 12:07:00 PM,CE,72900,Sell,20,306.5,153.25,,3065
48.2,02-02-2024, 11:45:00 AM,02-02-2024, 12:08:00 PM,PE,72900,Sell,20,120,170,,-1000
49,05-02-2024, 9:45:00 AM,05-02-2024, 10:19:00 AM,,,,,,,15.88,-1000
49.1,05-02-2024, 9:45:00 AM,05-02-2024, 9:48:00 AM,CE,72200,Sell,20,683.2,733.2,,-1000
49.2,05-02-2024, 9:45:00 AM,05-02-2024, 10:19:00 AM,PE,72200,Sell,20,665,665,,0
50,05-02-2024, 11:45:00 AM,05-02-2024, 12:06:00 PM,,,,,,,15.73,-1000
50.1,05-02-2024, 11:45:00 AM,05-02-2024, 12:00:00 PM,CE,72200,Sell,20,643.35,693.35,,-1000
50.2,05-02-2024, 11:45:00 AM,05-02-2024, 12:06:00 PM,PE,72200,Sell,20,604.35,604.35,,0
51,06-02-2024, 9:45:00 AM,06-02-2024, 9:55:00 AM,,,,,,,15.83,-1000
51.1,06-02-2024, 9:45:00 AM,06-02-2024, 9:51:00 AM,CE,72000,Sell,20,600.75,650.75,,-1000
51.2,06-02-2024, 9:45:00 AM,06-02-2024, 9:55:00 AM,PE,72000,Sell,20,593.5,593.5,,0
52,06-02-2024, 11:45:00 AM,06-02-2024, 3:15:00 PM,,,,,,,15.81,528
52.1,06-02-2024, 11:45:00 AM,06-02-2024, 12:00:00 PM,CE,72000,Sell,20,600.4,650.4,,-1000
52.2,06-02-2024, 11:45:00 AM,06-02-2024, 3:15:00 PM,PE,72000,Sell,20,536.45,460.05,,1528
53,07-02-2024, 9:45:00 AM,07-02-2024, 10:41:00 AM,,,,,,,15.89,-1000
53.1,07-02-2024, 9:45:00 AM,07-02-2024, 10:00:00 AM,CE,72300,Sell,20,519.65,569.65,,-1000
53.2,07-02-2024, 9:45:00 AM,07-02-2024, 10:41:00 AM,PE,72300,Sell,20,499,499,,0
54,07-02-2024, 11:45:00 AM,07-02-2024, 12:33:00 PM,,,,,,,15.84,-1000
54.1,07-02-2024, 11:45:00 AM,07-02-2024, 12:33:00 PM,CE,72000,Sell,20,528.05,528.05,,0
54.2,07-02-2024, 11:45:00 AM,07-02-2024, 11:57:00 AM,PE,72000,Sell,20,444.35,494.35,,-1000
55,08-02-2024, 9:45:00 AM,08-02-2024, 10:05:00 AM,,,,,,,15.51,-1000
55.1,08-02-2024, 9:45:00 AM,08-02-2024, 10:05:00 AM,CE,72300,Sell,20,431.75,431.75,,0
55.2,08-02-2024, 9:45:00 AM,08-02-2024, 9:52:00 AM,PE,72300,Sell,20,364.3,414.3,,-1000
56,08-02-2024, 11:45:00 AM,08-02-2024, 2:39:00 PM,,,,,,,15.74,2950
56.1,08-02-2024, 11:45:00 AM,08-02-2024, 2:39:00 PM,CE,71600,Sell,20,395,197.5,,3950
56.2,08-02-2024, 11:45:00 AM,08-02-2024, 2:07:00 PM,PE,71600,Sell,20,299.95,349.95,,-1000
57,09-02-2024, 9:45:00 AM,09-02-2024, 10:37:00 AM,,,,,,,16.02,1555
57.1,09-02-2024, 9:45:00 AM,09-02-2024, 10:37:00 AM,CE,71500,Sell,20,255.55,127.8,,2555
57.2,09-02-2024, 9:45:00 AM,09-02-2024, 9:52:00 AM,PE,71500,Sell,20,187.9,237.9,,-1000
58,09-02-2024, 11:45:00 AM,09-02-2024, 12:14:00 PM,,,,,,,15.85,-1000
58.1,09-02-2024, 11:45:00 AM,09-02-2024, 12:10:00 PM,CE,71500,Sell,20,142.4,192.4,,-1000
58.2,09-02-2024, 11:45:00 AM,09-02-2024, 12:14:00 PM,PE,71500,Sell,20,131.85,131.85,,0
59,12-02-2024, 9:45:00 AM,12-02-2024, 3:15:00 PM,,,,,,,16.32,3602
59.1,12-02-2024, 9:45:00 AM,12-02-2024, 3:15:00 PM,CE,71500,Sell,20,657.7,427.6,,4602
59.2,12-02-2024, 9:45:00 AM,12-02-2024, 10:03:00 AM,PE,71500,Sell,20,568.5,618.5,,-1000
60,12-02-2024, 11:45:00 AM,12-02-2024, 3:15:00 PM,,,,,,,15.9,1592
60.1,12-02-2024, 11:45:00 AM,12-02-2024, 3:15:00 PM,CE,71400,Sell,20,603.8,474.2,,2592
60.2,12-02-2024, 11:45:00 AM,12-02-2024, 12:04:00 PM,PE,71400,Sell,20,548,598,,-1000
61,13-02-2024, 9:45:00 AM,13-02-2024, 9:55:00 AM,,,,,,,16.13,-1000
61.1,13-02-2024, 9:45:00 AM,13-02-2024, 9:55:00 AM,CE,71200,Sell,20,602.3,602.3,,0
61.2,13-02-2024, 9:45:00 AM,13-02-2024, 9:51:00 AM,PE,71200,Sell,20,517.7,567.7,,-1000
62,13-02-2024, 11:45:00 AM,13-02-2024, 1:01:00 PM,,,,,,,16.21,-1000
62.1,13-02-2024, 11:45:00 AM,13-02-2024, 1:01:00 PM,CE,71500,Sell,20,502.7,502.7,,0
62.2,13-02-2024, 11:45:00 AM,13-02-2024, 12:14:00 PM,PE,71500,Sell,20,522.55,572.55,,-1000
63,14-02-2024, 9:45:00 AM,14-02-2024, 2:13:00 PM,,,,,,,15.99,3492
63.1,14-02-2024, 9:45:00 AM,14-02-2024, 10:20:00 AM,CE,71000,Sell,20,453.8,503.8,,-1000
63.2,14-02-2024, 9:45:00 AM,14-02-2024, 2:13:00 PM,PE,71000,Sell,20,449.2,224.6,,4492
64,14-02-2024, 11:45:00 AM,14-02-2024, 2:18:00 PM,,,,,,,15.72,3340
64.1,14-02-2024, 11:45:00 AM,14-02-2024, 12:28:00 PM,CE,71100,Sell,20,421,471,,-1000
64.2,14-02-2024, 11:45:00 AM,14-02-2024, 2:18:00 PM,PE,71100,Sell,20,434,217,,4340
65,15-02-2024, 9:45:00 AM,15-02-2024, 9:56:00 AM,,,,,,,15.53,-1000
65.1,15-02-2024, 9:45:00 AM,15-02-2024, 9:49:00 AM,CE,71700,Sell,20,420.15,470.15,,-1000
65.2,15-02-2024, 9:45:00 AM,15-02-2024, 9:56:00 AM,PE,71700,Sell,20,352.8,352.8,,0
66,15-02-2024, 11:45:00 AM,15-02-2024, 12:00:00 PM,,,,,,,15.52,-1000
66.1,15-02-2024, 11:45:00 AM,15-02-2024, 11:57:00 AM,CE,71800,Sell,20,388.15,438.15,,-1000
66.2,15-02-2024, 11:45:00 AM,15-02-2024, 12:00:00 PM,PE,71800,Sell,20,287.6,287.6,,0
67,16-02-2024, 9:45:00 AM,16-02-2024, 10:29:00 AM,,,,,,,15.28,960
67.1,16-02-2024, 9:45:00 AM,16-02-2024, 10:15:00 AM,CE,72300,Sell,20,192.8,242.8,,-1000
67.2,16-02-2024, 9:45:00 AM,16-02-2024, 10:29:00 AM,PE,72300,Sell,20,196,98,,1960
68,16-02-2024, 11:45:00 AM,16-02-2024, 2:14:00 PM,,,,,,,15.31,2194
68.1,16-02-2024, 11:45:00 AM,16-02-2024, 2:14:00 PM,CE,72400,Sell,20,90.1,45.05,,901
68.2,16-02-2024, 11:45:00 AM,16-02-2024, 1:34:00 PM,PE,72400,Sell,20,129.35,64.7,,1293
69,19-02-2024, 9:45:00 AM,19-02-2024, 10:16:00 AM,,,,,,,15.97,-1000
69.1,19-02-2024, 9:45:00 AM,19-02-2024, 10:16:00 AM,CE,72500,Sell,20,552,552,,0
69.2,19-02-2024, 9:45:00 AM,19-02-2024, 9:51:00 AM,PE,72500,Sell,20,582,632,,-1000
70,19-02-2024, 11:45:00 AM,19-02-2024, 12:03:00 PM,,,,,,,16.04,-1000
70.1,19-02-2024, 11:45:00 AM,19-02-2024, 11:58:00 AM,CE,72700,Sell,20,575.1,625.1,,-1000
70.2,19-02-2024, 11:45:00 AM,19-02-2024, 12:03:00 PM,PE,72700,Sell,20,545.6,545.6,,0
71,20-02-2024, 9:45:00 AM,20-02-2024, 10:16:00 AM,,,,,,,16.24,-1000
71.1,20-02-2024, 9:45:00 AM,20-02-2024, 10:16:00 AM,CE,72700,Sell,20,526.75,526.75,,0
71.2,20-02-2024, 9:45:00 AM,20-02-2024, 9:51:00 AM,PE,72700,Sell,20,533.1,583.1,,-1000
72,20-02-2024, 11:45:00 AM,20-02-2024, 2:03:00 PM,,,,,,,16.22,-1000
72.1,20-02-2024, 11:45:00 AM,20-02-2024, 12:02:00 PM,CE,72800,Sell,20,491.95,541.95,,-1000
72.2,20-02-2024, 11:45:00 AM,20-02-2024, 2:03:00 PM,PE,72800,Sell,20,527,527,,0
73,21-02-2024, 9:45:00 AM,21-02-2024, 2:24:00 PM,,,,,,,16.25,2987
73.1,21-02-2024, 9:45:00 AM,21-02-2024, 2:24:00 PM,CE,73200,Sell,20,398.7,199.35,,3987
73.2,21-02-2024, 9:45:00 AM,21-02-2024, 10:21:00 AM,PE,73200,Sell,20,469.6,519.6,,-1000
74,21-02-2024, 11:45:00 AM,21-02-2024, 2:26:00 PM,,,,,,,16.07,2912
74.1,21-02-2024, 11:45:00 AM,21-02-2024, 2:26:00 PM,CE,73100,Sell,20,391.2,195.6,,3912
74.2,21-02-2024, 11:45:00 AM,21-02-2024, 1:49:00 PM,PE,73100,Sell,20,408.4,458.4,,-1000
75,22-02-2024, 9:45:00 AM,22-02-2024, 10:56:00 AM,,,,,,,15.69,2483
75.1,22-02-2024, 9:45:00 AM,22-02-2024, 10:56:00 AM,CE,72600,Sell,20,348.35,174.2,,3483
75.2,22-02-2024, 9:45:00 AM,22-02-2024, 9:54:00 AM,PE,72600,Sell,20,353.55,403.55,,-1000
76,22-02-2024, 11:45:00 AM,22-02-2024, 1:51:00 PM,,,,,,,15.79,2151
76.1,22-02-2024, 11:45:00 AM,22-02-2024, 1:42:00 PM,CE,72300,Sell,20,346.05,396.05,,-1000
76.2,22-02-2024, 11:45:00 AM,22-02-2024, 1:51:00 PM,PE,72300,Sell,20,315.05,157.5,,3151
77,23-02-2024, 9:45:00 AM,23-02-2024, 10:01:00 AM,,,,,,,15.37,-1000
77.1,23-02-2024, 9:45:00 AM,23-02-2024, 10:01:00 AM,CE,73300,Sell,20,189.05,189.05,,0
77.2,23-02-2024, 9:45:00 AM,23-02-2024, 9:55:00 AM,PE,73300,Sell,20,152.5,202.5,,-1000
78,23-02-2024, 11:45:00 AM,23-02-2024, 1:23:00 PM,,,,,,,15.16,6
78.1,23-02-2024, 11:45:00 AM,23-02-2024, 1:23:00 PM,CE,73300,Sell,20,100.6,50.3,,1006
78.2,23-02-2024, 11:45:00 AM,23-02-2024, 11:51:00 AM,PE,73300,Sell,20,97.15,147.15,,-1000
79,26-02-2024, 9:45:00 AM,26-02-2024, 3:15:00 PM,,,,,,,15.61,2052
79.1,26-02-2024, 9:45:00 AM,26-02-2024, 3:15:00 PM,CE,73100,Sell,20,648.8,496.2,,3052
79.2,26-02-2024, 9:45:00 AM,26-02-2024, 9:51:00 AM,PE,73100,Sell,20,545.25,595.25,,-1000
80,26-02-2024, 11:45:00 AM,26-02-2024, 12:58:00 PM,,,,,,,15.89,-1000
80.1,26-02-2024, 11:45:00 AM,26-02-2024, 12:58:00 PM,CE,72800,Sell,20,684.45,684.45,,0
80.2,26-02-2024, 11:45:00 AM,26-02-2024, 11:56:00 AM,PE,72800,Sell,20,524.15,574.15,,-1000
81,27-02-2024, 9:45:00 AM,27-02-2024, 3:15:00 PM,,,,,,,15.95,1644
