"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"1","2024-01-01"," 9:45:00 AM","2024-01-01"," 10:25:00 AM","","","","","","","NA","-1000.00"
"1.1","2024-01-01"," 9:45:00 AM","2024-01-01"," 9:54:00 AM","CE","72100","Sell","20","530.95","580.95","","-1000.00"
"1.2","2024-01-01"," 9:45:00 AM","2024-01-01"," 10:25:00 AM","PE","72100","Sell","20","399.40","399.40","","0.00"
"2","2024-01-01"," 11:45:00 AM","2024-01-01"," 3:15:00 PM","","","","","","","NA","-418.00"
"2.1","2024-01-01"," 11:45:00 AM","2024-01-01"," 1:31:00 PM","CE","72200","Sell","20","524.40","574.40","","-1000.00"
"2.2","2024-01-01"," 11:45:00 AM","2024-01-01"," 3:15:00 PM","PE","72200","Sell","20","379.30","350.20","","582.00"
"3","2024-01-02"," 9:45:00 AM","2024-01-02"," 3:15:00 PM","","","","","","","NA","3222.00"
"3.1","2024-01-02"," 9:45:00 AM","2024-01-02"," 3:15:00 PM","CE","72200","Sell","20","457.10","246.00","","4222.00"
"3.2","2024-01-02"," 9:45:00 AM","2024-01-02"," 9:56:00 AM","PE","72200","Sell","20","348.90","398.90","","-1000.00"
"4","2024-01-02"," 11:45:00 AM","2024-01-02"," 1:05:00 PM","","","","","","","NA","-1000.00"
"4.1","2024-01-02"," 11:45:00 AM","2024-01-02"," 12:17:00 PM","CE","71700","Sell","20","467.10","517.10","","-1000.00"
"4.2","2024-01-02"," 11:45:00 AM","2024-01-02"," 1:05:00 PM","PE","71700","Sell","20","388.25","388.25","","0.00"
"5","2024-01-03"," 9:45:00 AM","2024-01-03"," 10:21:00 AM","","","","","","","NA","-1000.00"
"5.1","2024-01-03"," 9:45:00 AM","2024-01-03"," 10:05:00 AM","CE","71500","Sell","20","396.75","446.75","","-1000.00"
"5.2","2024-01-03"," 9:45:00 AM","2024-01-03"," 10:21:00 AM","PE","71500","Sell","20","344.30","344.30","","0.00"
"6","2024-01-03"," 11:45:00 AM","2024-01-03"," 3:15:00 PM","","","","","","","NA","2433.00"
"6.1","2024-01-03"," 11:45:00 AM","2024-01-03"," 3:15:00 PM","CE","71600","Sell","20","345.00","173.35","","3433.00"
"6.2","2024-01-03"," 11:45:00 AM","2024-01-03"," 12:23:00 PM","PE","71600","Sell","20","292.75","342.75","","-1000.00"
"7","2024-01-04"," 9:45:00 AM","2024-01-04"," 3:15:00 PM","","","","","","","NA","1992.00"
"7.1","2024-01-04"," 9:45:00 AM","2024-01-04"," 11:17:00 AM","CE","71700","Sell","20","257.60","307.60","","-1000.00"
"7.2","2024-01-04"," 9:45:00 AM","2024-01-04"," 3:15:00 PM","PE","71700","Sell","20","215.30","65.70","","2992.00"
"8","2024-01-04"," 11:45:00 AM","2024-01-04"," 3:15:00 PM","","","","","","","NA","737.00"
"8.1","2024-01-04"," 11:45:00 AM","2024-01-04"," 12:48:00 PM","CE","71800","Sell","20","222.75","272.75","","-1000.00"
"8.2","2024-01-04"," 11:45:00 AM","2024-01-04"," 3:15:00 PM","PE","71800","Sell","20","183.50","96.65","","1737.00"
"9","2024-01-05"," 9:45:00 AM","2024-01-05"," 3:15:00 PM","","","","","","","NA","1077.00"
"9.1","2024-01-05"," 9:45:00 AM","2024-01-05"," 3:15:00 PM","CE","72100","Sell","20","104.90","1.05","","2077.00"
"9.2","2024-01-05"," 9:45:00 AM","2024-01-05"," 10:44:00 AM","PE","72100","Sell","20","103.50","153.50","","-1000.00"
"10","2024-01-05"," 11:45:00 AM","2024-01-05"," 3:15:00 PM","","","","","","","NA","25.00"
"10.1","2024-01-05"," 11:45:00 AM","2024-01-05"," 3:06:00 PM","CE","71900","Sell","20","95.70","145.70","","-1000.00"
"10.2","2024-01-05"," 11:45:00 AM","2024-01-05"," 3:15:00 PM","PE","71900","Sell","20","51.65","0.40","","1025.00"
"11","2024-01-08"," 9:45:00 AM","2024-01-08"," 10:53:00 AM","","","","","","","NA","-1000.00"
"11.1","2024-01-08"," 9:45:00 AM","2024-01-08"," 10:31:00 AM","CE","71900","Sell","20","437.40","487.40","","-1000.00"
"11.2","2024-01-08"," 9:45:00 AM","2024-01-08"," 10:53:00 AM","PE","71900","Sell","20","382.75","382.75","","0.00"
"12","2024-01-08"," 11:45:00 AM","2024-01-08"," 3:15:00 PM","","","","","","","NA","2666.00"
"12.1","2024-01-08"," 11:45:00 AM","2024-01-08"," 3:15:00 PM","CE","71800","Sell","20","430.00","246.70","","3666.00"
"12.2","2024-01-08"," 11:45:00 AM","2024-01-08"," 11:52:00 AM","PE","71800","Sell","20","366.70","416.70","","-1000.00"
"13","2024-01-09"," 9:45:00 AM","2024-01-09"," 2:21:00 PM","","","","","","","NA","-1000.00"
"13.1","2024-01-09"," 9:45:00 AM","2024-01-09"," 10:14:00 AM","CE","71700","Sell","20","387.30","437.30","","-1000.00"
"13.2","2024-01-09"," 9:45:00 AM","2024-01-09"," 2:21:00 PM","PE","71700","Sell","20","361.40","361.40","","0.00"
"14","2024-01-09"," 11:45:00 AM","2024-01-09"," 1:53:00 PM","","","","","","","NA","-1000.00"
"14.1","2024-01-09"," 11:45:00 AM","2024-01-09"," 12:39:00 PM","CE","72000","Sell","20","366.50","416.50","","-1000.00"
"14.2","2024-01-09"," 11:45:00 AM","2024-01-09"," 1:53:00 PM","PE","72000","Sell","20","350.70","350.70","","0.00"
"15","2024-01-10"," 9:45:00 AM","2024-01-10"," 10:19:00 AM","","","","","","","NA","-1000.00"
"15.1","2024-01-10"," 9:45:00 AM","2024-01-10"," 10:19:00 AM","CE","71400","Sell","20","372.65","372.65","","0.00"
"15.2","2024-01-10"," 9:45:00 AM","2024-01-10"," 9:49:00 AM","PE","71400","Sell","20","313.20","363.20","","-1000.00"
"16","2024-01-10"," 11:45:00 AM","2024-01-10"," 2:18:00 PM","","","","","","","NA","-1000.00"
"16.1","2024-01-10"," 11:45:00 AM","2024-01-10"," 2:18:00 PM","CE","71400","Sell","20","342.15","342.15","","0.00"
"16.2","2024-01-10"," 11:45:00 AM","2024-01-10"," 12:06:00 PM","PE","71400","Sell","20","320.75","370.75","","-1000.00"
"17","2024-01-11"," 9:45:00 AM","2024-01-11"," 3:15:00 PM","","","","","","","NA","1163.00"
"17.1","2024-01-11"," 9:45:00 AM","2024-01-11"," 3:15:00 PM","CE","71900","Sell","20","243.15","135.00","","2163.00"
"17.2","2024-01-11"," 9:45:00 AM","2024-01-11"," 10:32:00 AM","PE","71900","Sell","20","249.95","299.95","","-1000.00"
"18","2024-01-11"," 11:45:00 AM","2024-01-11"," 3:15:00 PM","","","","","","","NA","-13.00"
"18.1","2024-01-11"," 11:45:00 AM","2024-01-11"," 3:15:00 PM","CE","71800","Sell","20","229.75","180.40","","987.00"
"18.2","2024-01-11"," 11:45:00 AM","2024-01-11"," 2:11:00 PM","PE","71800","Sell","20","211.35","261.35","","-1000.00"
"19","2024-01-12"," 9:45:00 AM","2024-01-12"," 3:15:00 PM","","","","","","","NA","1846.00"
"19.1","2024-01-12"," 9:45:00 AM","2024-01-12"," 10:04:00 AM","CE","72100","Sell","20","82.65","132.65","","-1000.00"
"19.2","2024-01-12"," 9:45:00 AM","2024-01-12"," 3:15:00 PM","PE","72100","Sell","20","142.70","0.40","","2846.00"
"20","2024-01-12"," 11:45:00 AM","2024-01-12"," 3:15:00 PM","","","","","","","NA","1298.00"
"20.1","2024-01-12"," 11:45:00 AM","2024-01-12"," 1:32:00 PM","CE","72400","Sell","20","85.45","135.45","","-1000.00"
"20.2","2024-01-12"," 11:45:00 AM","2024-01-12"," 3:15:00 PM","PE","72400","Sell","20","115.70","0.80","","2298.00"
"21","2024-01-15"," 9:45:00 AM","2024-01-15"," 11:24:00 AM","","","","","","","NA","-1000.00"
"21.1","2024-01-15"," 9:45:00 AM","2024-01-15"," 11:24:00 AM","CE","73200","Sell","20","494.80","494.80","","0.00"
"21.2","2024-01-15"," 9:45:00 AM","2024-01-15"," 9:52:00 AM","PE","73200","Sell","20","498.45","548.45","","-1000.00"
"22","2024-01-15"," 11:45:00 AM","2024-01-15"," 3:15:00 PM","","","","","","","NA","771.00"
"22.1","2024-01-15"," 11:45:00 AM","2024-01-15"," 2:06:00 PM","CE","73200","Sell","20","472.60","522.60","","-1000.00"
"22.2","2024-01-15"," 11:45:00 AM","2024-01-15"," 3:15:00 PM","PE","73200","Sell","20","491.75","403.20","","1771.00"
"23","2024-01-16"," 9:45:00 AM","2024-01-16"," 10:02:00 AM","","","","","","","NA","-1000.00"
"23.1","2024-01-16"," 9:45:00 AM","2024-01-16"," 9:49:00 AM","CE","73200","Sell","20","446.85","496.85","","-1000.00"
"23.2","2024-01-16"," 9:45:00 AM","2024-01-16"," 10:02:00 AM","PE","73200","Sell","20","423.50","423.50","","0.00"
"24","2024-01-16"," 11:45:00 AM","2024-01-16"," 3:15:00 PM","","","","","","","NA","1234.00"
"24.1","2024-01-16"," 11:45:00 AM","2024-01-16"," 3:15:00 PM","CE","73300","Sell","20","413.20","301.50","","2234.00"
"24.2","2024-01-16"," 11:45:00 AM","2024-01-16"," 12:49:00 PM","PE","73300","Sell","20","415.80","465.80","","-1000.00"
"25","2024-01-17"," 9:45:00 AM","2024-01-17"," 3:15:00 PM","","","","","","","NA","4233.00"
"25.1","2024-01-17"," 9:45:00 AM","2024-01-17"," 3:15:00 PM","CE","72400","Sell","20","391.30","129.65","","5233.00"
"25.2","2024-01-17"," 9:45:00 AM","2024-01-17"," 10:25:00 AM","PE","72400","Sell","20","409.80","459.80","","-1000.00"
"26","2024-01-17"," 11:45:00 AM","2024-01-17"," 12:15:00 PM","","","","","","","NA","-1000.00"
"26.1","2024-01-17"," 11:45:00 AM","2024-01-17"," 12:15:00 PM","CE","71900","Sell","20","436.70","436.70","","0.00"
"26.2","2024-01-17"," 11:45:00 AM","2024-01-17"," 12:03:00 PM","PE","71900","Sell","20","419.95","469.95","","-1000.00"
"27","2024-01-18"," 9:45:00 AM","2024-01-18"," 10:10:00 AM","","","","","","","NA","-1000.00"
"27.1","2024-01-18"," 9:45:00 AM","2024-01-18"," 10:10:00 AM","CE","71000","Sell","20","346.20","346.20","","0.00"
"27.2","2024-01-18"," 9:45:00 AM","2024-01-18"," 9:49:00 AM","PE","71000","Sell","20","416.65","466.65","","-1000.00"
"28","2024-01-18"," 11:45:00 AM","2024-01-18"," 12:43:00 PM","","","","","","","NA","-1000.00"
"28.1","2024-01-18"," 11:45:00 AM","2024-01-18"," 11:58:00 AM","CE","71200","Sell","20","304.40","354.40","","-1000.00"
"28.2","2024-01-18"," 11:45:00 AM","2024-01-18"," 12:43:00 PM","PE","71200","Sell","20","284.80","284.80","","0.00"
"29","2024-01-19"," 9:45:00 AM","2024-01-19"," 9:58:00 AM","","","","","","","NA","-1000.00"
"29.1","2024-01-19"," 9:45:00 AM","2024-01-19"," 9:58:00 AM","CE","71800","Sell","20","163.70","163.70","","0.00"
"29.2","2024-01-19"," 9:45:00 AM","2024-01-19"," 9:51:00 AM","PE","71800","Sell","20","148.90","198.90","","-1000.00"
"30","2024-01-19"," 11:45:00 AM","2024-01-19"," 3:15:00 PM","","","","","","","NA","3083.00"
"30.1","2024-01-19"," 11:45:00 AM","2024-01-19"," 3:15:00 PM","CE","71700","Sell","20","66.90","1.75","","1303.00"
"30.2","2024-01-19"," 11:45:00 AM","2024-01-19"," 3:15:00 PM","PE","71700","Sell","20","120.80","31.80","","1780.00"
"31","2024-01-23"," 9:45:00 AM","2024-01-23"," 3:15:00 PM","","","","","","","NA","6601.00"
"31.1","2024-01-23"," 9:45:00 AM","2024-01-23"," 3:15:00 PM","CE","71900","Sell","20","436.75","56.70","","7601.00"
"31.2","2024-01-23"," 9:45:00 AM","2024-01-23"," 9:57:00 AM","PE","71900","Sell","20","299.65","349.65","","-1000.00"
"32","2024-01-23"," 11:45:00 AM","2024-01-23"," 3:15:00 PM","","","","","","","NA","5591.00"
"32.1","2024-01-23"," 11:45:00 AM","2024-01-23"," 3:15:00 PM","CE","71100","Sell","20","464.30","134.75","","6591.00"
"32.2","2024-01-23"," 11:45:00 AM","2024-01-23"," 12:03:00 PM","PE","71100","Sell","20","477.60","527.60","","-1000.00"
"33","2024-01-24"," 9:45:00 AM","2024-01-24"," 11:33:00 AM","","","","","","","NA","-1000.00"
"33.1","2024-01-24"," 9:45:00 AM","2024-01-24"," 9:47:00 AM","CE","70400","Sell","20","432.75","482.75","","-1000.00"
"33.2","2024-01-24"," 9:45:00 AM","2024-01-24"," 11:33:00 AM","PE","70400","Sell","20","327.90","327.90","","0.00"
"34","2024-01-24"," 11:45:00 AM","2024-01-24"," 1:01:00 PM","","","","","","","NA","-1000.00"
"34.1","2024-01-24"," 11:45:00 AM","2024-01-24"," 1:01:00 PM","CE","70600","Sell","20","331.10","331.10","","0.00"
"34.2","2024-01-24"," 11:45:00 AM","2024-01-24"," 11:49:00 AM","PE","70600","Sell","20","297.35","347.35","","-1000.00"
"35","2024-01-25"," 9:45:00 AM","2024-01-25"," 11:40:00 AM","","","","","","","NA","-1000.00"
"35.1","2024-01-25"," 9:45:00 AM","2024-01-25"," 11:40:00 AM","CE","70800","Sell","20","182.40","182.40","","0.00"
"35.2","2024-01-25"," 9:45:00 AM","2024-01-25"," 10:18:00 AM","PE","70800","Sell","20","228.10","278.10","","-1000.00"
"36","2024-01-25"," 11:45:00 AM","2024-01-25"," 3:15:00 PM","","","","","","","NA","2531.00"
"36.1","2024-01-25"," 11:45:00 AM","2024-01-25"," 3:15:00 PM","CE","70700","Sell","20","182.40","5.85","","3531.00"
"36.2","2024-01-25"," 11:45:00 AM","2024-01-25"," 11:48:00 AM","PE","70700","Sell","20","214.70","264.70","","-1000.00"
"37","2024-01-29"," 9:45:00 AM","2024-01-29"," 3:15:00 PM","","","","","","","NA","4015.00"
"37.1","2024-01-29"," 9:45:00 AM","2024-01-29"," 10:00:00 AM","CE","71300","Sell","20","814.00","864.30","","-1006.00"
"37.2","2024-01-29"," 9:45:00 AM","2024-01-29"," 3:15:00 PM","PE","71300","Sell","20","661.55","410.50","","5021.00"
"38","2024-01-29"," 11:45:00 AM","2024-01-29"," 12:27:00 PM","","","","","","","NA","-1042.00"
"38.1","2024-01-29"," 11:45:00 AM","2024-01-29"," 11:55:00 AM","CE","71600","Sell","20","780.20","832.30","","-1042.00"
"38.2","2024-01-29"," 11:45:00 AM","2024-01-29"," 12:27:00 PM","PE","71600","Sell","20","634.80","634.80","","0.00"
"39","2024-01-30"," 9:45:00 AM","2024-01-30"," 3:15:00 PM","","","","","","","NA","7677.00"
"39.1","2024-01-30"," 9:45:00 AM","2024-01-30"," 3:15:00 PM","CE","72000","Sell","20","773.85","340.00","","8677.00"
"39.2","2024-01-30"," 9:45:00 AM","2024-01-30"," 9:48:00 AM","PE","72000","Sell","20","651.15","701.15","","-1000.00"
"40","2024-01-30"," 11:45:00 AM","2024-01-30"," 3:15:00 PM","","","","","","","NA","4655.00"
"40.1","2024-01-30"," 11:45:00 AM","2024-01-30"," 3:15:00 PM","CE","71800","Sell","20","694.35","411.60","","5655.00"
"40.2","2024-01-30"," 11:45:00 AM","2024-01-30"," 12:44:00 PM","PE","71800","Sell","20","626.55","676.55","","-1000.00"
"41","2024-01-31"," 9:45:00 AM","2024-01-31"," 10:08:00 AM","","","","","","","NA","-1000.00"
"41.1","2024-01-31"," 9:45:00 AM","2024-01-31"," 10:08:00 AM","CE","71300","Sell","20","724.60","724.60","","0.00"
"41.2","2024-01-31"," 9:45:00 AM","2024-01-31"," 9:56:00 AM","PE","71300","Sell","20","570.00","620.00","","-1000.00"
"42","2024-01-31"," 11:45:00 AM","2024-01-31"," 3:03:00 PM","","","","","","","NA","-1000.00"
"42.1","2024-01-31"," 11:45:00 AM","2024-01-31"," 3:03:00 PM","CE","71700","Sell","20","684.50","684.50","","0.00"
"42.2","2024-01-31"," 11:45:00 AM","2024-01-31"," 12:29:00 PM","PE","71700","Sell","20","503.55","553.55","","-1000.00"
"43","2024-02-01"," 9:45:00 AM","2024-02-01"," 11:18:00 AM","","","","","","","NA","-1000.00"
"43.1","2024-02-01"," 9:45:00 AM","2024-02-01"," 10:08:00 AM","CE","71800","Sell","20","482.30","532.30","","-1000.00"
"43.2","2024-02-01"," 9:45:00 AM","2024-02-01"," 11:18:00 AM","PE","71800","Sell","20","496.00","496.00","","0.00"
"44","2024-02-01"," 11:45:00 AM","2024-02-01"," 3:15:00 PM","","","","","","","NA","5872.00"
"44.1","2024-02-01"," 11:45:00 AM","2024-02-01"," 3:15:00 PM","CE","71900","Sell","20","493.55","149.95","","6872.00"
"44.2","2024-02-01"," 11:45:00 AM","2024-02-01"," 11:59:00 AM","PE","71900","Sell","20","457.55","507.55","","-1000.00"
"45","2024-02-02"," 9:45:00 AM","2024-02-02"," 10:02:00 AM","","","","","","","NA","-1000.00"
"45.1","2024-02-02"," 9:45:00 AM","2024-02-02"," 10:02:00 AM","CE","72400","Sell","20","167.60","167.60","","0.00"
"45.2","2024-02-02"," 9:45:00 AM","2024-02-02"," 9:46:00 AM","PE","72400","Sell","20","148.25","198.25","","-1000.00"
"46","2024-02-02"," 11:45:00 AM","2024-02-02"," 3:15:00 PM","","","","","","","NA","5125.00"
"46.1","2024-02-02"," 11:45:00 AM","2024-02-02"," 3:15:00 PM","CE","72900","Sell","20","306.50","0.25","","6125.00"
"46.2","2024-02-02"," 11:45:00 AM","2024-02-02"," 12:08:00 PM","PE","72900","Sell","20","120.00","170.00","","-1000.00"
"47","2024-02-05"," 9:45:00 AM","2024-02-05"," 10:19:00 AM","","","","","","","NA","-1000.00"
"47.1","2024-02-05"," 9:45:00 AM","2024-02-05"," 9:48:00 AM","CE","72200","Sell","20","683.20","733.20","","-1000.00"
"47.2","2024-02-05"," 9:45:00 AM","2024-02-05"," 10:19:00 AM","PE","72200","Sell","20","665.00","665.00","","0.00"
"48","2024-02-05"," 11:45:00 AM","2024-02-05"," 12:06:00 PM","","","","","","","NA","-1000.00"
"48.1","2024-02-05"," 11:45:00 AM","2024-02-05"," 12:00:00 PM","CE","72200","Sell","20","643.35","693.35","","-1000.00"
"48.2","2024-02-05"," 11:45:00 AM","2024-02-05"," 12:06:00 PM","PE","72200","Sell","20","604.35","604.35","","0.00"
"49","2024-02-06"," 9:45:00 AM","2024-02-06"," 9:55:00 AM","","","","","","","NA","-1000.00"
"49.1","2024-02-06"," 9:45:00 AM","2024-02-06"," 9:51:00 AM","CE","72000","Sell","20","600.75","650.75","","-1000.00"
"49.2","2024-02-06"," 9:45:00 AM","2024-02-06"," 9:55:00 AM","PE","72000","Sell","20","593.50","593.50","","0.00"
"50","2024-02-06"," 11:45:00 AM","2024-02-06"," 3:15:00 PM","","","","","","","NA","528.00"
"50.1","2024-02-06"," 11:45:00 AM","2024-02-06"," 12:00:00 PM","CE","72000","Sell","20","600.40","650.40","","-1000.00"
"50.2","2024-02-06"," 11:45:00 AM","2024-02-06"," 3:15:00 PM","PE","72000","Sell","20","536.45","460.05","","1528.00"
"51","2024-02-07"," 9:45:00 AM","2024-02-07"," 10:41:00 AM","","","","","","","NA","-1000.00"
"51.1","2024-02-07"," 9:45:00 AM","2024-02-07"," 10:00:00 AM","CE","72300","Sell","20","519.65","569.65","","-1000.00"
"51.2","2024-02-07"," 9:45:00 AM","2024-02-07"," 10:41:00 AM","PE","72300","Sell","20","499.00","499.00","","0.00"
"52","2024-02-07"," 11:45:00 AM","2024-02-07"," 12:33:00 PM","","","","","","","NA","-1000.00"
"52.1","2024-02-07"," 11:45:00 AM","2024-02-07"," 12:33:00 PM","CE","72000","Sell","20","528.05","528.05","","0.00"
"52.2","2024-02-07"," 11:45:00 AM","2024-02-07"," 11:57:00 AM","PE","72000","Sell","20","444.35","494.35","","-1000.00"
"53","2024-02-08"," 9:45:00 AM","2024-02-08"," 10:05:00 AM","","","","","","","NA","-1000.00"
"53.1","2024-02-08"," 9:45:00 AM","2024-02-08"," 10:05:00 AM","CE","72300","Sell","20","431.75","431.75","","0.00"
"53.2","2024-02-08"," 9:45:00 AM","2024-02-08"," 9:52:00 AM","PE","72300","Sell","20","364.30","414.30","","-1000.00"
"54","2024-02-08"," 11:45:00 AM","2024-02-08"," 3:15:00 PM","","","","","","","NA","1950.00"
"54.1","2024-02-08"," 11:45:00 AM","2024-02-08"," 3:15:00 PM","CE","71600","Sell","20","395.00","247.50","","2950.00"
"54.2","2024-02-08"," 11:45:00 AM","2024-02-08"," 2:07:00 PM","PE","71600","Sell","20","299.95","349.95","","-1000.00"
"55","2024-02-09"," 9:45:00 AM","2024-02-09"," 11:41:00 AM","","","","","","","NA","-1000.00"
"55.1","2024-02-09"," 9:45:00 AM","2024-02-09"," 11:41:00 AM","CE","71500","Sell","20","255.55","255.55","","0.00"
"55.2","2024-02-09"," 9:45:00 AM","2024-02-09"," 9:52:00 AM","PE","71500","Sell","20","187.90","237.90","","-1000.00"
"56","2024-02-09"," 11:45:00 AM","2024-02-09"," 12:14:00 PM","","","","","","","NA","-1000.00"
"56.1","2024-02-09"," 11:45:00 AM","2024-02-09"," 12:10:00 PM","CE","71500","Sell","20","142.40","192.40","","-1000.00"
"56.2","2024-02-09"," 11:45:00 AM","2024-02-09"," 12:14:00 PM","PE","71500","Sell","20","131.85","131.85","","0.00"
"57","2024-02-12"," 9:45:00 AM","2024-02-12"," 3:15:00 PM","","","","","","","NA","3602.00"
"57.1","2024-02-12"," 9:45:00 AM","2024-02-12"," 3:15:00 PM","CE","71500","Sell","20","657.70","427.60","","4602.00"
"57.2","2024-02-12"," 9:45:00 AM","2024-02-12"," 10:03:00 AM","PE","71500","Sell","20","568.50","618.50","","-1000.00"
"58","2024-02-12"," 11:45:00 AM","2024-02-12"," 3:15:00 PM","","","","","","","NA","1592.00"
"58.1","2024-02-12"," 11:45:00 AM","2024-02-12"," 3:15:00 PM","CE","71400","Sell","20","603.80","474.20","","2592.00"
"58.2","2024-02-12"," 11:45:00 AM","2024-02-12"," 12:04:00 PM","PE","71400","Sell","20","548.00","598.00","","-1000.00"
"59","2024-02-13"," 9:45:00 AM","2024-02-13"," 9:55:00 AM","","","","","","","NA","-1000.00"
"59.1","2024-02-13"," 9:45:00 AM","2024-02-13"," 9:55:00 AM","CE","71200","Sell","20","602.30","602.30","","0.00"
"59.2","2024-02-13"," 9:45:00 AM","2024-02-13"," 9:51:00 AM","PE","71200","Sell","20","517.70","567.70","","-1000.00"
"60","2024-02-13"," 11:45:00 AM","2024-02-13"," 1:01:00 PM","","","","","","","NA","-1000.00"
"60.1","2024-02-13"," 11:45:00 AM","2024-02-13"," 1:01:00 PM","CE","71500","Sell","20","502.70","502.70","","0.00"
"60.2","2024-02-13"," 11:45:00 AM","2024-02-13"," 12:14:00 PM","PE","71500","Sell","20","522.55","572.55","","-1000.00"
"61","2024-02-14"," 9:45:00 AM","2024-02-14"," 3:15:00 PM","","","","","","","NA","5468.00"
"61.1","2024-02-14"," 9:45:00 AM","2024-02-14"," 10:20:00 AM","CE","71000","Sell","20","453.80","503.80","","-1000.00"
"61.2","2024-02-14"," 9:45:00 AM","2024-02-14"," 3:15:00 PM","PE","71000","Sell","20","449.20","125.80","","6468.00"
"62","2024-02-14"," 11:45:00 AM","2024-02-14"," 3:15:00 PM","","","","","","","NA","4760.00"
"62.1","2024-02-14"," 11:45:00 AM","2024-02-14"," 12:28:00 PM","CE","71100","Sell","20","421.00","471.00","","-1000.00"
"62.2","2024-02-14"," 11:45:00 AM","2024-02-14"," 3:15:00 PM","PE","71100","Sell","20","434.00","146.00","","5760.00"
"63","2024-02-15"," 9:45:00 AM","2024-02-15"," 9:56:00 AM","","","","","","","NA","-1000.00"
"63.1","2024-02-15"," 9:45:00 AM","2024-02-15"," 9:49:00 AM","CE","71700","Sell","20","420.15","470.15","","-1000.00"
"63.2","2024-02-15"," 9:45:00 AM","2024-02-15"," 9:56:00 AM","PE","71700","Sell","20","352.80","352.80","","0.00"
"64","2024-02-15"," 11:45:00 AM","2024-02-15"," 12:00:00 PM","","","","","","","NA","-1000.00"
"64.1","2024-02-15"," 11:45:00 AM","2024-02-15"," 11:57:00 AM","CE","71800","Sell","20","388.15","438.15","","-1000.00"
"64.2","2024-02-15"," 11:45:00 AM","2024-02-15"," 12:00:00 PM","PE","71800","Sell","20","287.60","287.60","","0.00"
"65","2024-02-16"," 9:45:00 AM","2024-02-16"," 3:15:00 PM","","","","","","","NA","2901.00"
"65.1","2024-02-16"," 9:45:00 AM","2024-02-16"," 10:15:00 AM","CE","72300","Sell","20","192.80","242.80","","-1000.00"
"65.2","2024-02-16"," 9:45:00 AM","2024-02-16"," 3:15:00 PM","PE","72300","Sell","20","196.00","0.95","","3901.00"
"66","2024-02-16"," 11:45:00 AM","2024-02-16"," 3:15:00 PM","","","","","","","NA","3686.00"
"66.1","2024-02-16"," 11:45:00 AM","2024-02-16"," 3:15:00 PM","CE","72400","Sell","20","90.10","30.00","","1202.00"
"66.2","2024-02-16"," 11:45:00 AM","2024-02-16"," 3:15:00 PM","PE","72400","Sell","20","129.35","5.15","","2484.00"
"67","2024-02-19"," 9:45:00 AM","2024-02-19"," 10:16:00 AM","","","","","","","NA","-1000.00"
"67.1","2024-02-19"," 9:45:00 AM","2024-02-19"," 10:16:00 AM","CE","72500","Sell","20","552.00","552.00","","0.00"
"67.2","2024-02-19"," 9:45:00 AM","2024-02-19"," 9:51:00 AM","PE","72500","Sell","20","582.00","632.00","","-1000.00"
"68","2024-02-19"," 11:45:00 AM","2024-02-19"," 12:03:00 PM","","","","","","","NA","-1000.00"
"68.1","2024-02-19"," 11:45:00 AM","2024-02-19"," 11:58:00 AM","CE","72700","Sell","20","575.10","625.10","","-1000.00"
"68.2","2024-02-19"," 11:45:00 AM","2024-02-19"," 12:03:00 PM","PE","72700","Sell","20","545.60","545.60","","0.00"
"69","2024-02-20"," 9:45:00 AM","2024-02-20"," 10:16:00 AM","","","","","","","NA","-1000.00"
"69.1","2024-02-20"," 9:45:00 AM","2024-02-20"," 10:16:00 AM","CE","72700","Sell","20","526.75","526.75","","0.00"
"69.2","2024-02-20"," 9:45:00 AM","2024-02-20"," 9:51:00 AM","PE","72700","Sell","20","533.10","583.10","","-1000.00"
"70","2024-02-20"," 11:45:00 AM","2024-02-20"," 2:03:00 PM","","","","","","","NA","-1000.00"
"70.1","2024-02-20"," 11:45:00 AM","2024-02-20"," 12:02:00 PM","CE","72800","Sell","20","491.95","541.95","","-1000.00"
"70.2","2024-02-20"," 11:45:00 AM","2024-02-20"," 2:03:00 PM","PE","72800","Sell","20","527.00","527.00","","0.00"
"71","2024-02-21"," 9:45:00 AM","2024-02-21"," 3:15:00 PM","","","","","","","NA","3554.00"
"71.1","2024-02-21"," 9:45:00 AM","2024-02-21"," 3:15:00 PM","CE","73200","Sell","20","398.70","171.00","","4554.00"
"71.2","2024-02-21"," 9:45:00 AM","2024-02-21"," 10:21:00 AM","PE","73200","Sell","20","469.60","519.60","","-1000.00"
"72","2024-02-21"," 11:45:00 AM","2024-02-21"," 3:15:00 PM","","","","","","","NA","2741.00"
"72.1","2024-02-21"," 11:45:00 AM","2024-02-21"," 3:15:00 PM","CE","73100","Sell","20","391.20","204.15","","3741.00"
"72.2","2024-02-21"," 11:45:00 AM","2024-02-21"," 1:49:00 PM","PE","73100","Sell","20","408.40","458.40","","-1000.00"
"73","2024-02-22"," 9:45:00 AM","2024-02-22"," 1:55:00 PM","","","","","","","NA","-1000.00"
"73.1","2024-02-22"," 9:45:00 AM","2024-02-22"," 1:55:00 PM","CE","72600","Sell","20","348.35","348.35","","0.00"
"73.2","2024-02-22"," 9:45:00 AM","2024-02-22"," 9:54:00 AM","PE","72600","Sell","20","353.55","403.55","","-1000.00"
